id,name,lat,long,street,city,county,state,zip
559,Centre St at Commonwealth Ave,42.3362358,-71.1934421,Centre St,Newton Center,Middlesex County,MA,02459
562,Hawthorne Boulevard,42.5223714,-70.8903331,Essex St,Salem,Essex County,MA,01970
214,Airport T Stop - Bremen St at Brooks St,42.37534192670574,-71.03128910064696,Brooks St,East Boston,Suffolk County,MA,02128
42,Boylston St at Arlington St,42.35200960743121,-71.07060294892108,Boylston St,Boston,Suffolk County,MA,02116
61,Boylston St at Fairfield St,42.34908155168097,-71.08192384243011,Boylston St,Boston,Suffolk County,MA,02116
78,Union Square - Somerville,42.37964789967527,-71.09540475672475,Union Sq,Somerville,Middlesex County,MA,02143
84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.367074071490926,-71.07679277658461,Charles Park,Cambridge,Middlesex County,MA,02142
364,Tremont St at Northampton St,42.338431795290944,-71.08169049924982,Tremont St,Boston,Suffolk County,MA,02118
195,Child Street at Brian P. Murphy Staircase,42.37197678467975,-71.07200495972165,Child St,Cambridge,Middlesex County,MA,02141
57,Massachusetts Ave at Columbus Ave,42.340814,-71.0816197,Massachusetts Ave,Boston,Suffolk County,MA,02118
402,Washington Sq,42.33985827126298,-71.13421171095978,Beacon St,Brookline,Norfolk County,MA,02446
389,Everett Square (Broadway at Chelsea St),42.406956789102416,-71.05650289605819,School St,Everett,Middlesex County,MA,02149
563,Addison St at Saratoga St,42.38518146513944,-71.0151367,Addison St,East Boston,Suffolk County,MA,02128
564,Raymond Park at Walden St,42.38736953747185,-71.12761001482795,Raymond St,Cambridge,Middlesex County,MA,02140
448,Hale Park,42.4206487,-71.0437126,Broadway,Everett,Middlesex County,MA,02149
565,Wellington MBTA,42.4023682,-71.07573182424781,Revere Beach Pkwy,Medford,Middlesex County,MA,02155
113,Andrew T Stop - Dorchester Ave at Dexter St,42.33073332585453,-71.05699850837482,Humboldt Pl,South Boston,Suffolk County,MA,02127
566,Main Street/Albany Street/Technology Square,42.3629016,-71.0915669,Technology Sq,Cambridge,Middlesex County,MA,02139
514,Gilman Square T at Medford St,42.3867355,-71.0946444,Medford St,Somerville,Middlesex County,MA,02143
97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.369239074859216,-71.11687034368515,Dewolfe St,Cambridge,Middlesex County,MA,02138
454,Boylston St at Dartmouth St,42.35019319808638,-71.07744187116623,Boylston St,Boston,Suffolk County,MA,02116
567,Brighton Ave at Linden St,42.3528376,-71.1296752,Brighton Ave,Allston,Suffolk County,MA,02134
568,Shawmut Ave at Lenox St,42.33584612997077,-71.08038157224655,Shawmut Ave,Boston,Suffolk County,MA,02118
569,Hood Park,42.38004534693313,-71.0730457305908,Hood Park Dr,Charlestown,Suffolk County,MA,02129
570,Salem State University - North Campus,42.503332,-70.891444,Meier Dr,Salem,Essex County,MA,01970
572,Essex St at Dalton Parkway,42.516223,-70.905535,Essex St,Salem,Essex County,MA,01970
571,Forest River Park,42.506395,-70.88693,West Ave,Salem,Essex County,MA,01970
191,Tappan St at Brookline Hills MBTA,42.331370168043215,-71.1268836054569,Brington Rd,Brookline,Norfolk County,MA,02445
573,Salem MBTA - Lower Level,42.523994,-70.89684,Federal St,Salem,Essex County,MA,01970
575,Goodhue St at Grove St,42.520897,-70.910528,Goodhue St,Salem,Essex County,MA,01970
576,Main St at Brooks Park,42.411709,-71.110444,Main St,Medford,Middlesex County,MA,02155
577,Medford Sq - Riverside Ave at River St,42.417724,-71.108102,Riverside Ave,Medford,Middlesex County,MA,02155
578,Tufts Sq - Main St at Medford St,42.401697,-71.106128,Main St,Medford,Middlesex County,MA,02155
574,Community Life Center,42.520136,-70.906271,Federal St,Salem,Essex County,MA,01970
582,Gore Street at Lambert Street,42.373079797934935,-71.08634233665725,Gore St,Cambridge,Middlesex County,MA,02141
583,Broad Canal Way at Third Street,42.36304549626695,-71.08287078916874,Broad Canal Way,Cambridge,Middlesex County,MA,02142
114,Teele Square,42.40087950159558,-71.12590793383788,Cameron Ave,Somerville,Middlesex County,MA,02144
584,Malden Center T Station,42.426541,-71.073179,Exchange St,Malden,Middlesex County,MA,02148
585,Northern Strand at Main St,42.42386,-71.067793,Main St,Malden,Middlesex County,MA,02148
586,Gramsdorf Playground,42.408156,-71.0429,Nichols St,Everett,Middlesex County,MA,02149
587,Malden High School,42.426537658440544,-71.06393694877625,Holden St,Malden,Middlesex County,MA,02148
214,Airport T Stop - Bremen St at Brooks St,42.37410287664702,-71.03276431560516,Marion St,East Boston,Suffolk County,MA,02128
389,Everett Square (Broadway at Chelsea St),42.40743489432222,-71.05533242225647,Broadway,Everett,Middlesex County,MA,02149
589,North St at Liberty Hill Ave,42.52989964975891,-70.90614259243011,North St,Salem,Essex County,MA,01970
61,Boylston St at Fairfield St,42.348803822833936,-71.08236908912659,Boylston St,Boston,Suffolk County,MA,02116
499,Conway Park @ Bleachery Ct (Temp Winter Station),42.3834575023727,-71.10771059989929,Somerville Ave,Somerville,Middlesex County,MA,02143
591,515 Somerville Ave (Temp. Winter Location),42.38322726839113,-71.10606908798218,Somerville Ave,Somerville,Middlesex County,MA,02143
590,John Ahern Field at Kennedy-Longfellow School,42.36903566594827,-71.08630959910442,Charles St,Cambridge,Middlesex County,MA,02141
42,Boylston St at Charles St (Temp Winter Location),42.35258524849636,-71.06770277023315,Boylston St,Boston,Suffolk County,MA,02116
164,Warehouse Lab PBSC,42.38645499610106,-71.07541964272968,Dorrance St,Charlestown,Suffolk County,MA,02129
438,Mobile Temporary Station 1,42.35147849233603,-71.044162200742,Northern Ave,Boston,Suffolk County,MA,02210
